服务器,服务器地理位置,服务器端口,客户端,客户端地理位置,TCP/UDP,应用,协议,总字节数,每秒字节数,客户端字节数,服务器字节数,总数据包,每秒数据包数,比特率,客户端比特率,服务器比特率,客户端数据包数,服务器数据包数,会话开始时间,会话持续时间,TCP同步包,TCP同步确认包,客户端TCP重置包,服务器TCP重置包,三次握手次数,三次握手平均时间,客户端平均ACK时延,服务器平均ACK时延,三次握手平均客户端RTT,三次握手平均服务器RTT,客户端三次握手总时延,服务器三次握手总时延,TCP交易请求次数,TCP交易响应次数,服务器总响应时间,客户端请求平均传输时间,服务器响应平均传输时间,会话总数,活动会话数,客户端字节数（有效载荷）,客户端数据包数（有效载荷）,服务器字节数（有效载荷）,服务器数据包数（有效载荷）,客户端TCP重传包,服务器TCP重传包,客户端TCP结束包,服务器TCP结束包,TCP三次握手客户端确认包,TCP乱序包数,客户端TCP乱序包数,服务器TCP乱序包数,创建会话数,关闭会话数,每秒创建会话数,每秒关闭会话数,TCP重传包,每秒活动会话数,连接建立无响应次数,连接无响应率,TCP重置包
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101620,12.7502,1101620,0,13112,0.1517,102.0018,102.0018,0,13112,0,2023/9/26 16:14,2.7957E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13104,0,,-,,-,-,-,-,-,-,-,-,-,0,13079,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101190,12.7452,1101190,0,13107,0.1517,101.962,101.962,0,13107,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13095,1,,-,,-,-,-,-,-,-,-,-,-,0,13068,0,0.1512,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101190,12.7452,1101190,0,13107,0.1517,101.962,101.962,0,13107,0,2023/9/26 16:14,2.7955E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13089,2,,-,,-,-,-,-,-,-,-,-,-,0,13059,0,0.1511,-,0,-,-,-
,局域网,5353,,-,UDP,未知UDP应用,UDP,1092156,12.6406,0,1092156,4560,0.0527,101.1255,0,101.1255,0,4560,2023/9/26 18:00,2.1515E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,228,1,,-,,-,-,-,-,-,-,-,-,-,0,227,0,0.0026,-,0,-,-,-
,英国,15006,,局域网,TCP,未知TCP应用,TCP,1063272,12.3063,1038706,24566,1019,0.0117,98.4511,96.1764,2.2746,705,314,2023/9/26 16:28,16000000000,2,2,4,0,2,1.159192,0.075012,0.70477,0.095114,1.064078,0.190228,2.128156,6,6,14.894516,23.049282,0.579596,2,0,989364,693,2570,6,0,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,4
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1024166,11.8537,1024166,0,12159,0.1407,94.8301,94.8301,0,12159,0,2023/9/26 16:13,2.7974E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6082,0,,-,,-,-,-,-,-,-,-,-,-,0,6065,0,0.0701,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1024161,11.8537,1024161,0,12159,0.1407,94.8297,94.8297,0,12159,0,2023/9/26 16:13,2.7978E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6078,1,,-,,-,-,-,-,-,-,-,-,-,0,6063,0,0.0701,-,0,-,-,-
,英国,10011,,局域网,TCP,未知TCP应用,TCP,964909,11.1679,653413,311496,3119,0.036,89.3434,60.5012,28.8422,1961,1158,2023/9/26 16:14,2.7949E+13,0,0,0,0,0,0,0,0,0,0,0,0,802,802,5667.456854,0.695908,0.533556,1,1,515339,998,230400,960,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
,局域网,37777,,英国,TCP,未知TCP应用,TCP,943253,10.9172,521821,421432,9317,0.1078,87.3382,48.3167,39.0214,6188,3129,2023/9/26 16:15,2.7861E+13,5,5,5,0,5,2.068125,35.492609,4.559772,1.893912,0.174213,9.469561,0.871065,3095,3094,6645.725316,0.713926,0.719948,5,1,144243,3101,239484,3103,4,4,0,0,5,0,0,0,5,4,0,0,8,0,0,0,5
,英国,37773,,局域网,TCP,未知TCP应用,TCP,869775,10.0668,500781,368994,9047,0.1047,80.5347,46.3686,34.1661,5538,3509,2023/9/26 16:14,2.7929E+13,792,791,791,0,791,4.996358,0.642382,5.271637,0.117442,4.878916,92.896635,3859.222201,1582,1582,47807.62348,2.498179,2.498179,792,0,106785,1582,120200,1582,0,0,0,0,791,0,0,0,791,792,0.0091,0.0091,0,0,1,0.0012,791
,局域网,37773,,局域网,TCP,未知TCP应用,TCP,869697,10.0659,500703,368994,9046,0.1046,80.5275,46.3613,34.1661,5537,3509,2023/9/26 16:14,2.7893E+13,791,791,791,0,791,4.891718,0.820447,5.11328,0.408881,4.482837,323.424608,3545.924111,1582,1582,47447.21255,2.445859,2.445859,791,0,106785,1582,120200,1582,0,0,0,0,791,0,0,0,791,791,0.0091,0.0091,0,0,0,0,791
,局域网,1900,,-,UDP,未知UDP应用,SSDP,829112,9.5962,0,829112,1952,0.0225,76.7696,0,76.7696,0,1952,2023/9/26 16:15,2.7835E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,244,1,,-,,-,-,-,-,-,-,-,-,-,0,243,0,0.0028,-,0,-,-,-
,局域网,15014,,英国,TCP,未知TCP应用,TCP,794371,9.1941,19809,774562,794,0.0091,73.5528,1.8341,71.7187,276,518,2023/9/26 16:31,1000000000,1,1,0,0,1,1.782132,3.504232,0.053311,1.702646,0.079486,1.702646,0.079486,3,2,1.179076,2.979602,63.878813,1,0,481,5,738294,512,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
,局域网,15012,,英国,TCP,未知TCP应用,TCP,792197,9.1689,17849,774348,765,0.0088,73.3515,1.6526,71.6988,248,517,2023/9/26 16:31,1000000000,1,1,0,0,1,1.273191,3.926975,0.052834,1.208176,0.065015,1.208176,0.065015,3,2,1.137893,2.710427,62.358013,1,0,481,5,738150,511,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
,局域网,1900,,-,UDP,未知UDP应用,SSDP,774744,8.9669,0,774744,1824,0.0211,71.7355,0,71.7355,0,1824,2023/9/26 18:00,2.1508E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,228,1,,-,,-,-,-,-,-,-,-,-,-,0,227,0,0.0026,-,0,-,-,-
,局域网,37771,,美国,TCP,未知TCP应用,TCP,767299,8.8807,471971,295328,8240,0.0953,71.0462,43.701,27.3451,5468,2772,2023/9/26 16:14,2.7957E+13,1,1,0,1,1,16.320946,0,0,15.167268,1.153678,15.167268,1.153678,2764,2763,15251.70019,8.157521,8.15752,2,1,89203,2764,101290,2763,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
,局域网,37773,,英国,TCP,未知TCP应用,TCP,755927,8.7491,434871,321056,7866,0.091,69.9932,40.2658,29.7274,4809,3057,2023/9/26 16:14,2.7896E+13,687,687,687,0,687,5.861127,1.73531,5.216106,1.343059,4.518068,922.681874,3103.912547,1374,1374,40960.42872,2.930563,2.930563,687,0,92745,1374,104318,1374,0,0,0,0,687,0,0,0,687,687,0.0079,0.0079,0,0,0,0,687
,局域网,10012,,局域网,TCP,未知TCP应用,TCP,745766,8.6315,338437,407329,5454,0.0631,69.0524,31.3367,37.7156,2860,2594,2023/9/26 16:28,9.23E+11,79,79,3,4,79,2.562839,5.291467,0.111888,2.467526,0.095312,194.934581,7.529682,1321,1244,1967.070985,1.34713,1459.546861,82,0,137623,1466,225141,1528,0,0,77,78,79,0,0,0,79,82,0.0009,0.0009,0,0,0,0,7
,局域网,37772,,英国,TCP,未知TCP应用,TCP,739318,8.5569,434871,304447,7630,0.0883,68.4553,40.2658,28.1895,4809,2821,2023/9/26 16:14,2.7896E+13,687,687,687,0,687,6.115421,1.883643,4.586521,1.321714,4.793707,908.017653,3293.276585,1374,1374,35394.83002,3.05771,3.05771,687,0,92745,1374,104229,1374,0,0,0,0,687,0,0,0,687,687,0.0079,0.0079,0,0,0,0,687
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,734890,8.5056,734890,0,8747,0.1012,68.0453,68.0453,0,8747,0,2023/9/26 16:14,2.7956E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8740,1,,-,,-,-,-,-,-,-,-,-,-,0,8720,0,0.1009,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,734890,8.5056,734890,0,8747,0.1012,68.0453,68.0453,0,8747,0,2023/9/26 16:14,2.7956E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8743,1,,-,,-,-,-,-,-,-,-,-,-,0,8723,0,0.1009,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,734890,8.5056,734890,0,8747,0.1012,68.0453,68.0453,0,8747,0,2023/9/26 16:14,2.7959E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8741,1,,-,,-,-,-,-,-,-,-,-,-,0,8724,0,0.1009,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,734805,8.5046,734805,0,8746,0.1012,68.0375,68.0375,0,8746,0,2023/9/26 16:14,2.7951E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8741,0,,-,,-,-,-,-,-,-,-,-,-,0,8723,0,0.1009,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,728697,8.4339,728697,0,8651,0.1001,67.4719,67.4719,0,8651,0,2023/9/26 16:14,2.7947E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8646,3,,-,,-,-,-,-,-,-,-,-,-,0,8627,0,0.0998,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,728537,8.4321,728537,0,8649,0.1001,67.4571,67.4571,0,8649,0,2023/9/26 16:14,2.7945E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8647,2,,-,,-,-,-,-,-,-,-,-,-,0,8626,0,0.0998,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,728115,8.4272,728115,0,8644,0.1,67.418,67.418,0,8644,0,2023/9/26 16:13,2.7971E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8636,1,,-,,-,-,-,-,-,-,-,-,-,0,8617,0,0.0997,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,727911,8.4248,727911,0,8751,0.1012,67.3991,67.3991,0,8751,0,2023/9/26 16:13,2.7977E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8750,1,,-,,-,-,-,-,-,-,-,-,-,0,8730,0,0.101,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,727741,8.4229,727741,0,8749,0.1012,67.3834,67.3834,0,8749,0,2023/9/26 16:13,2.7972E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8742,1,,-,,-,-,-,-,-,-,-,-,-,0,8723,0,0.1009,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,727695,8.4223,727695,0,8639,0.0999,67.3791,67.3791,0,8639,0,2023/9/26 16:14,2.7935E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8636,1,,-,,-,-,-,-,-,-,-,-,-,0,8616,0,0.0997,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,727486,8.4199,727486,0,8746,0.1012,67.3598,67.3598,0,8746,0,2023/9/26 16:13,2.7978E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8735,1,,-,,-,-,-,-,-,-,-,-,-,0,8717,0,0.1008,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,727407,8.419,727407,0,8745,0.1012,67.3525,67.3525,0,8745,0,2023/9/26 16:13,2.7978E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8741,1,,-,,-,-,-,-,-,-,-,-,-,0,8722,0,0.1009,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,727407,8.419,727407,0,8745,0.1012,67.3525,67.3525,0,8745,0,2023/9/26 16:13,2.7975E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8741,1,,-,,-,-,-,-,-,-,-,-,-,0,8721,0,0.1009,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,727328,8.4181,727328,0,8744,0.1012,67.3451,67.3451,0,8744,0,2023/9/26 16:14,2.7956E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8736,1,,-,,-,-,-,-,-,-,-,-,-,0,8717,0,0.1008,-,0,-,-,-
,局域网,1234,,局域网,TCP,未知TCP应用,TCP,726804,8.412,726804,0,9318,0.1078,67.2966,67.2966,0,9318,0,2023/9/26 16:14,2.7949E+13,9318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6210,0,0.0718,0,0,9316,1,0
,局域网,15019,,英国,TCP,未知TCP应用,TCP,650405,7.5278,19459,630946,695,0.008,60.2226,1.8017,58.4209,271,424,2023/9/26 16:29,1000000000,1,1,0,0,1,2.022466,14.306506,0.077434,1.969052,0.053414,1.969052,0.053414,3,2,1.745512,5.029153,170.344835,1,0,481,4,601246,417,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0
,英国,10012,,局域网,TCP,未知TCP应用,TCP,645519,7.4712,285125,360394,4609,0.0533,59.7702,26.4004,33.3698,2346,2263,2023/9/26 16:28,2.02E+11,77,77,0,1,77,5.202223,4.102667,0.909196,0.102959,5.099265,7.927822,392.643369,1107,1030,2753.405283,2.75359,11.848433,78,0,120289,1252,201374,1221,0,0,77,76,77,0,0,0,77,78,0.0008,0.0009,0,0,0,0,1
,局域网,15001,,英国,TCP,未知TCP应用,TCP,636080,7.362,19109,616971,681,0.0078,58.8962,1.7693,57.1269,266,415,2023/9/26 16:28,1000000000,1,1,0,0,1,3.474485,14.563643,0.0517,3.414146,0.060339,3.414146,0.060339,3,2,1.272065,5.117636,92.001648,1,0,481,5,587913,408,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
,局域网,5050,,-,UDP,未知UDP应用,UDP,594384,6.8794,0,594384,1464,0.0169,55.0355,0,55.0355,0,1464,2023/9/26 16:15,2.7836E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,244,1,,-,,-,-,-,-,-,-,-,-,-,0,243,0,0.0028,-,0,-,-,-
,局域网,15009,,英国,TCP,未知TCP应用,TCP,558816,6.4677,16239,542577,591,0.0068,51.7422,1.5036,50.2386,225,366,2023/9/26 16:28,1000000000,1,1,0,0,1,3.430668,6.991815,0.06133,3.377814,0.052854,3.377814,0.052854,3,2,1.172358,5.059952,116.736844,1,0,481,5,516949,359,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
,英国,15011,,局域网,TCP,未知TCP应用,TCP,545865,6.3178,535111,10754,511,0.0059,50.543,49.5473,0.9957,360,151,2023/9/26 16:29,1000000000,1,1,3,0,1,0.539025,0.137893,0.308518,0.137682,0.401343,0.137682,0.401343,2,2,20.174956,45.277768,0.269512,1,0,509921,354,176,2,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,3
,英国,15002,,局域网,TCP,未知TCP应用,TCP,543980,6.296,533716,10264,502,0.0058,50.3685,49.4181,0.9503,358,144,2023/9/26 16:31,1000000000,1,1,2,0,1,0.70098,0.046203,0.336415,0.255849,0.445131,0.255849,0.445131,2,2,2.639624,20.786473,0.35049,1,0,508660,353,176,2,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2
,局域网,15002,,英国,TCP,未知TCP应用,TCP,529250,6.1255,13159,516091,529,0.0061,49.0046,1.2184,47.7862,181,348,2023/9/26 16:29,1000000000,1,1,0,0,1,1.41132,10.978716,0.044756,1.342832,0.068488,1.342832,0.068488,3,2,1.15465,3.068721,85.650462,1,0,481,5,491723,341,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
,英国,15010,,局域网,TCP,未知TCP应用,TCP,522931,6.0524,9847,513084,476,0.0055,48.4195,0.9117,47.5077,132,344,2023/9/26 16:29,1000000000,1,1,1,0,1,2.194527,0.159651,0.730728,0.224698,1.969829,0.224698,1.969829,3,2,1.430812,1.097263,18.393265,1,0,599,3,488996,339,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
,局域网,15000,,英国,TCP,未知TCP应用,TCP,520958,6.0296,16099,504859,563,0.0065,48.2368,1.4906,46.7462,223,340,2023/9/26 16:29,1000000000,1,1,0,0,1,14.511444,16.643664,0.116243,14.437164,0.07428,14.437164,0.07428,3,2,1.482481,16.60941,150.609301,1,0,481,4,481051,334,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
,局域网,5050,,-,UDP,未知UDP应用,UDP,514368,5.9533,0,514368,1368,0.0158,47.6266,0,47.6266,0,1368,2023/9/26 18:00,2.1507E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,228,1,,-,,-,-,-,-,-,-,-,-,-,0,227,0,0.0026,-,0,-,-,-
,英国,15014,,局域网,TCP,未知TCP应用,TCP,512333,5.9297,9497,502836,464,0.0053,47.4382,0.8793,46.5588,127,337,2023/9/26 16:30,1000000000,1,1,1,0,1,0.509482,0.157107,0.357542,0.124094,0.385388,0.124094,0.385388,3,2,1.063568,0.254741,15.137412,1,0,599,3,479238,332,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
,局域网,15007,,英国,TCP,未知TCP应用,TCP,506737,5.865,13579,493158,519,0.006,46.92,1.2573,45.6627,187,332,2023/9/26 16:28,1000000000,1,1,0,0,1,6.070325,19.140606,0.10504,6.015786,0.054539,6.015786,0.054539,3,2,1.268601,5.749941,158.819828,1,0,481,4,469910,326,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
,局域网,12000,,英国,TCP,WEB,HTTP,439625,5.0882,111577,328048,3350,0.0387,40.706,10.3312,30.3748,1604,1746,2023/9/26 16:14,2.7945E+13,1,1,1,0,1,42.392301,0,0.06072,42.292455,0.099846,42.292455,0.099846,108,107,1207971.668,237830.8499,1446.549674,2,1,17309,1399,218374,346,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
,局域网,37773,,美国,TCP,未知TCP应用,TCP,331974,3.8422,181951,150023,3366,0.0389,30.7383,16.8473,13.891,1939,1427,2023/9/26 16:14,2.7874E+13,323,323,323,0,323,19.651222,12.189815,4.692491,15.134923,4.516299,4888.580078,1458.764554,646,646,19387.36172,9.825611,9.825611,323,0,43605,646,48841,646,1,0,0,0,323,0,0,0,323,323,0.0037,0.0037,1,0,0,0,323
,局域网,37777,,美国,TCP,未知TCP应用,TCP,286782,3.3192,164037,122745,2926,0.0338,26.5538,15.1886,11.3652,1748,1178,2023/9/26 16:14,2.7893E+13,291,291,291,0,291,15.35782,13.086739,2.005353,15.119491,0.238329,4399.771916,69.353609,582,582,6738.049504,7.67891,7.67891,291,0,39285,582,39121,582,2,0,0,0,291,0,0,0,291,291,0.0033,0.0033,2,0,0,0,291
,局域网,37772,,美国,TCP,未知TCP应用,TCP,280703,3.2488,157077,123626,2821,0.0326,25.991,14.5441,11.4468,1674,1147,2023/9/26 16:14,2.7891E+13,279,279,279,0,279,19.91525,13.161888,4.947113,15.097998,4.817252,4212.341413,1344.013227,558,558,13959.72292,9.957625,9.957625,279,0,37665,558,42220,558,0,0,0,0,279,0,0,0,279,279,0.0032,0.0032,0,0,0,0,279
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,263106,3.0452,263106,0,2799,0.0323,24.3616,24.3616,0,2799,0,2023/9/26 16:13,2.7968E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2799,0,,-,,-,-,-,-,-,-,-,-,-,0,2793,0,0.0323,-,0,-,-,-
,局域网,10011,,英国,TCP,未知TCP应用,TCP,246671,2.8549,162843,83828,653,0.0075,22.8399,15.078,7.7618,372,281,2023/9/26 16:17,2.7601E+13,0,0,0,0,0,0,0,0,0,0,0,0,278,278,1240.885715,0.15841,0,1,1,140709,279,67518,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,美国,53,,局域网,TCP,DNS,DNS,237019,2.7432,237019,0,3076,0.0356,21.9462,21.9462,0,3076,0,2023/9/26 16:14,2.7958E+13,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2274,0,0.0263,0,0,1197,1,0
,美国,53,,局域网,TCP,DNS,DNS,236940,2.7423,236940,0,3075,0.0355,21.9388,21.9388,0,3075,0,2023/9/26 16:14,2.7941E+13,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,0,0.0263,0,0,1197,1,0
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,230485,2.6676,230485,0,2751,0.0318,21.3412,21.3412,0,2751,0,2023/9/26 16:14,2.794E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2749,1,,-,,-,-,-,-,-,-,-,-,-,0,2745,0,0.0317,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,220890,2.5565,220890,0,2629,0.0304,20.4527,20.4527,0,2629,0,2023/9/26 16:14,2.7939E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2629,1,,-,,-,-,-,-,-,-,-,-,-,0,2626,0,0.0303,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,209664,2.4266,0,209664,2184,0.0252,19.4133,0,19.4133,0,2184,2023/9/26 16:13,2.7846E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,184,0,,-,,-,-,-,-,-,-,-,-,-,0,184,0,0.0021,-,0,-,-,-
,英国,502,,局域网,TCP,未知TCP应用,TCP,191926,2.2213,191926,0,2795,0.0323,17.7709,17.7709,0,2795,0,2023/9/26 16:14,2.7948E+13,2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0,0.0107,0,0,2794,1,0
,英国,502,,局域网,TCP,未知TCP应用,TCP,191922,2.2213,191922,0,2795,0.0323,17.7705,17.7705,0,2795,0,2023/9/26 16:14,2.7951E+13,2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0,0.0107,0,0,2794,1,0
,-,546,,-,UDP,DHCP,DHCPV6,148764,1.7218,0,148764,924,0.0106,13.7744,0,13.7744,0,924,2023/9/26 16:14,2.7823E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,0,,-,,-,-,-,-,-,-,-,-,-,0,66,0,0.0007,-,0,-,-,-
,-,546,,-,UDP,DHCP,DHCPV6,146832,1.6994,0,146832,912,0.0105,13.5955,0,13.5955,0,912,2023/9/26 16:13,2.779E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,0,,-,,-,-,-,-,-,-,-,-,-,0,66,0,0.0007,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,111540,1.2909,111540,0,1350,0.0156,10.3277,10.3277,0,1350,0,2023/9/26 16:15,2.7848E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1349,1,,-,,-,-,-,-,-,-,-,-,-,0,1345,0,0.0155,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,105420,1.2201,105420,0,1272,0.0147,9.7611,9.7611,0,1272,0,2023/9/26 16:15,2.7858E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1272,1,,-,,-,-,-,-,-,-,-,-,-,0,1267,0,0.0146,-,0,-,-,-
,英国,10012,,局域网,TCP,未知TCP应用,TCP,99748,1.1544,53120,46628,838,0.0096,9.2359,4.9185,4.3174,511,327,2023/9/26 16:28,9.23E+11,2,2,0,2,2,0.528388,3.146138,0.261456,0.136906,0.391481,0.273813,0.782962,214,214,300.152874,0.269468,5629.652761,4,0,17334,214,23734,304,0,0,0,2,2,0,0,0,2,4,0,0,0,0,0,0,2
,英国,19080,,局域网,TCP,WEB,HTTP,72033,0.8337,51821,20212,470,0.0054,6.6697,4.7982,1.8714,254,216,2023/9/26 16:28,2.11E+11,19,19,0,0,19,1.452494,0.07807,1.617002,0.097645,1.35485,1.855247,25.742147,38,38,95.29081,0.747471,0.863812,19,0,33889,76,4940,102,0,0,19,19,19,0,0,0,19,19,0.0002,0.0002,0,0,0,0,0
,局域网,19080,,局域网,TCP,WEB,HTTP,72033,0.8337,51821,20212,470,0.0054,6.6697,4.7982,1.8714,254,216,2023/9/26 16:28,2.11E+11,19,19,0,0,19,1.348179,1.554442,0.119025,1.157769,0.19041,21.997618,3.617783,38,38,29.528558,0.731623,0.767892,19,0,33889,76,4940,102,0,0,19,19,19,0,0,0,19,19,0.0002,0.0002,0,0,0,0,0
,局域网,67,,局域网,UDP,DHCP,DHCP,68978,0.7983,68978,0,182,0.0021,6.3868,6.3868,0,182,0,2023/9/26 16:19,2.7227E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111,0,,-,,-,-,-,-,-,-,-,-,-,0,111,0,0.0012,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,68928,0.7977,0,68928,718,0.0083,6.3822,0,6.3822,0,718,2023/9/26 16:18,2.7252E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,0,,-,,-,-,-,-,-,-,-,-,-,0,53,0,0.0006,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,68928,0.7977,0,68928,718,0.0083,6.3822,0,6.3822,0,718,2023/9/26 16:18,2.7252E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,0,,-,,-,-,-,-,-,-,-,-,-,0,53,0,0.0006,-,0,-,-,-
,局域网,12000,,英国,TCP,WEB,HTTP,57146,0.6614,22365,34781,170,0.0019,5.2912,2.0708,3.2204,82,88,2023/9/26 18:09,1.56E+11,6,6,0,0,6,1.601622,42.848431,0.068117,1.513367,0.088254,9.080203,0.529526,31,31,778.253084,0.714161,0.718827,6,0,17273,37,29335,43,0,0,6,6,6,0,0,0,6,6,0,0,0,0,0,0,0
,局域网,1900,,-,UDP,未知UDP应用,SSDP,54368,0.6292,0,54368,128,0.0014,5.034,0,5.034,0,128,2023/9/26 16:30,2.6936E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,1,,-,,-,-,-,-,-,-,-,-,-,0,15,0,0.0001,-,0,-,-,-
,局域网,1900,,-,UDP,未知UDP应用,SSDP,54368,0.6292,0,54368,128,0.0014,5.034,0,5.034,0,128,2023/9/26 16:24,2.6944E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,0,,-,,-,-,-,-,-,-,-,-,-,0,16,0,0.0001,-,0,-,-,-
