服务器,服务器地理位置,服务器端口,客户端,客户端地理位置,TCP/UDP,应用,协议,总字节数,每秒字节数,客户端字节数,服务器字节数,总数据包,每秒数据包数,比特率,客户端比特率,服务器比特率,客户端数据包数,服务器数据包数,会话开始时间,会话持续时间,TCP同步包,TCP同步确认包,客户端TCP重置包,服务器TCP重置包,三次握手次数,三次握手平均时间,客户端平均ACK时延,服务器平均ACK时延,三次握手平均客户端RTT,三次握手平均服务器RTT,客户端三次握手总时延,服务器三次握手总时延,TCP交易请求次数,TCP交易响应次数,服务器总响应时间,客户端请求平均传输时间,服务器响应平均传输时间,会话总数,活动会话数,客户端字节数（有效载荷）,客户端数据包数（有效载荷）,服务器字节数（有效载荷）,服务器数据包数（有效载荷）,客户端TCP重传包,服务器TCP重传包,客户端TCP结束包,服务器TCP结束包,TCP三次握手客户端确认包,TCP乱序包数,客户端TCP乱序包数,服务器TCP乱序包数,创建会话数,关闭会话数,每秒创建会话数,每秒关闭会话数,TCP重传包,每秒活动会话数,连接建立无响应次数,连接无响应率,TCP重置包
,局域网,67,,局域网,UDP,DHCP,DHCP,758,0.0087,758,0,2,0,0.0701,0.0701,0,2,0,2023/9/26 17:43,78000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,,-,,-,-,-,-,-,-,-,-,-,0,2,0,0,-,0,-,-,-
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,704,0.0081,704,0,8,0,0.0651,0.0651,0,8,0,2023/9/26 21:47,3.763E+12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,0,,-,,-,-,-,-,-,-,-,-,-,0,8,0,0,-,0,-,-,-
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,704,0.0081,704,0,8,0,0.0651,0.0651,0,8,0,2023/9/26 17:58,2.1457E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,0,,-,,-,-,-,-,-,-,-,-,-,0,8,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,672,0.0077,672,0,7,0,0.0622,0.0622,0,7,0,2023/9/26 16:45,1.6247E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,0,,-,,-,-,-,-,-,-,-,-,-,0,7,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:55,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:55,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:55,46000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:55,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:49,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:49,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:48,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:48,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:47,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:47,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:42,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:42,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:41,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:41,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:36,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,656,0.0075,656,0,8,0,0.0607,0.0607,0,8,0,2023/9/26 23:36,45000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,局域网,36142,,局域网,TCP,未知TCP应用,TCP,490,0.0056,0,490,7,0,0.0453,0,0.0453,0,7,2023/9/26 16:13,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,440,0.005,440,0,5,0,0.0407,0.0407,0,5,0,2023/9/26 18:16,2.0592E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,1,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,440,0.005,440,0,5,0,0.0407,0.0407,0,5,0,2023/9/26 18:02,1.855E+12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,0,,-,,-,-,-,-,-,-,-,-,-,0,5,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,384,0.0044,384,0,4,0,0.0355,0.0355,0,4,0,2023/9/26 16:45,2.5272E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,384,0.0044,384,0,4,0,0.0355,0.0355,0,4,0,2023/9/26 16:45,2.5272E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,384,0.0044,384,0,4,0,0.0355,0.0355,0,4,0,2023/9/26 16:45,2.5272E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,384,0.0044,384,0,4,0,0.0355,0.0355,0,4,0,2023/9/26 16:45,2.5272E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,局域网,67,,局域网,UDP,DHCP,DHCP,379,0.0043,379,0,1,0,0.035,0.035,0,1,0,2023/9/26 17:44,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,67,,局域网,UDP,DHCP,DHCP,379,0.0043,379,0,1,0,0.035,0.035,0,1,0,2023/9/26 17:44,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,67,,局域网,UDP,DHCP,DHCP,379,0.0043,379,0,1,0,0.035,0.035,0,1,0,2023/9/26 17:44,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,67,,局域网,UDP,DHCP,DHCP,379,0.0043,379,0,1,0,0.035,0.035,0,1,0,2023/9/26 17:43,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,67,,局域网,UDP,DHCP,DHCP,379,0.0043,379,0,1,0,0.035,0.035,0,1,0,2023/9/26 17:43,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,67,,局域网,UDP,DHCP,DHCP,379,0.0043,379,0,1,0,0.035,0.035,0,1,0,2023/9/26 17:42,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,67,,局域网,UDP,DHCP,DHCP,379,0.0043,379,0,1,0,0.035,0.035,0,1,0,2023/9/26 17:42,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,67,,局域网,UDP,DHCP,DHCP,379,0.0043,379,0,1,0,0.035,0.035,0,1,0,2023/9/26 17:42,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,67,,局域网,UDP,DHCP,DHCP,379,0.0043,379,0,1,0,0.035,0.035,0,1,0,2023/9/26 17:42,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,67,,局域网,UDP,DHCP,DHCP,379,0.0043,379,0,1,0,0.035,0.035,0,1,0,2023/9/26 17:41,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,67,,局域网,UDP,DHCP,DHCP,379,0.0043,379,0,1,0,0.035,0.035,0,1,0,2023/9/26 17:41,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,352,0.004,352,0,4,0,0.0325,0.0325,0,4,0,2023/9/26 17:41,21000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,352,0.004,352,0,4,0,0.0325,0.0325,0,4,0,2023/9/26 17:40,21000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,352,0.004,352,0,4,0,0.0325,0.0325,0,4,0,2023/9/26 17:39,21000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,352,0.004,352,0,4,0,0.0325,0.0325,0,4,0,2023/9/26 17:00,21000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,局域网,51001,,局域网,TCP,未知TCP应用,TCP,334,0.0038,334,0,5,0,0.0309,0.0309,0,5,0,2023/9/26 16:13,1000000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,1,0
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,264,0.003,264,0,3,0,0.0244,0.0244,0,3,0,2023/9/26 17:40,16000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,0,,-,,-,-,-,-,-,-,-,-,-,0,3,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,192,0.0022,192,0,2,0,0.0177,0.0177,0,2,0,2023/9/26 17:15,1.806E+12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,,-,,-,-,-,-,-,-,-,-,-,0,2,0,0,-,0,-,-,-
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,176,0.002,176,0,2,0,0.0162,0.0162,0,2,0,2023/9/26 17:31,6000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,,-,,-,-,-,-,-,-,-,-,-,0,2,0,0,-,0,-,-,-
,局域网,37777,,局域网,TCP,未知TCP应用,TCP,172,0.0019,172,0,2,0,0.0159,0.0159,0,2,0,2023/9/26 16:13,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,局域网,37777,,局域网,TCP,未知TCP应用,TCP,172,0.0019,172,0,2,0,0.0159,0.0159,0,2,0,2023/9/26 16:13,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,局域网,37777,,局域网,TCP,未知TCP应用,TCP,172,0.0019,172,0,2,0,0.0159,0.0159,0,2,0,2023/9/26 16:13,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,局域网,37777,,局域网,TCP,未知TCP应用,TCP,172,0.0019,172,0,2,0,0.0159,0.0159,0,2,0,2023/9/26 16:13,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,局域网,33499,,局域网,TCP,未知TCP应用,TCP,172,0.0019,0,172,2,0,0.0159,0,0.0159,0,2,2023/9/26 16:13,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,局域网,37777,,局域网,TCP,未知TCP应用,TCP,172,0.0019,172,0,2,0,0.0159,0.0159,0,2,0,2023/9/26 16:13,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,164,0.0018,164,0,2,0,0.0151,0.0151,0,2,0,2023/9/26 23:59,3000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,,-,,-,-,-,-,-,-,-,-,-,0,0,0,0,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,164,0.0018,164,0,2,0,0.0151,0.0151,0,2,0,2023/9/26 23:59,3000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,,-,,-,-,-,-,-,-,-,-,-,0,0,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 18:15,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 17:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 16:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 16:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 16:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,局域网,137,,局域网,UDP,NetBIOS,NBNS,96,0.0011,96,0,1,0,0.0088,0.0088,0,1,0,2023/9/26 16:45,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,88,0.001,88,0,1,0,0.0081,0.0081,0,1,0,2023/9/26 18:15,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,"中国,,,,114DNS",53,,局域网,UDP,DNS,DNS,88,0.001,88,0,1,0,0.0081,0.0081,0,1,0,2023/9/26 18:00,1000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
